CustomerID,Age,Income,EducationLevel,FamilySize,TotalSpend,AvgTransactionValue,HighValuePurchases,Frequency,Recency,Tenure,WebVisitsPerMonth,Wines,Fruits,Meat,Fish,Sweets,Gold,WebPurchases,CatalogPurchases,StorePurchases,DealsPurchased,CampaignsAccepted,Complains,Cluster,Persona
1511,30,58347,3,3,630,67.81,1,14,47,5,3,356,10,184,3,16,34,4,5,6,0,0,0,1,💤 Inactive / At-Risk
1512,52,66948,2,3,779,137.61,0,12,55,3,3,198,2,206,23,5,11,6,1,3,0,0,0,1,💤 Inactive / At-Risk
1513,36,33459,2,4,216,30.15,2,11,65,2,5,22,0,20,2,12,6,1,1,3,2,1,0,1,💤 Inactive / At-Risk
1514,48,69111,1,1,1372,61.01,6,24,17,6,5,494,71,144,75,25,102,11,3,13,1,4,0,0,🏆 Premium Loyalists
1515,32,46841,3,3,584,40.86,3,18,62,1,13,34,9,66,29,3,32,3,1,7,2,0,0,1,💤 Inactive / At-Risk
1516,45,68550,2,2,566,39.57,2,11,70,4,7,120,20,124,2,8,25,2,1,6,0,0,0,1,💤 Inactive / At-Risk
1517,48,38610,5,3,193,29.8,0,6,25,2,6,28,2,40,14,9,6,2,2,4,0,1,0,1,💤 Inactive / At-Risk
1518,48,89663,3,3,1788,83.72,4,23,14,8,7,582,140,450,15,110,72,5,1,14,1,1,0,0,🏆 Premium Loyalists
1519,59,42298,2,3,473,45.42,1,12,39,3,5,153,1,94,48,31,10,2,1,3,0,0,0,1,💤 Inactive / At-Risk
1520,47,43586,3,1,106,11.07,0,13,49,6,14,43,1,45,12,1,7,4,1,5,2,1,0,1,💤 Inactive / At-Risk
1521,21,63502,4,1,533,77.3,1,15,80,1,7,83,41,50,12,1,56,4,1,10,2,1,0,1,💤 Inactive / At-Risk
1522,62,61968,3,1,423,44.45,1,11,74,7,4,108,134,180,2,14,28,4,1,7,1,1,0,1,💤 Inactive / At-Risk
1523,31,41611,2,2,523,45.66,2,19,31,1,10,86,17,57,54,15,26,5,1,10,2,0,0,1,💤 Inactive / At-Risk
1524,34,40797,3,1,240,11.92,2,14,22,1,10,32,10,117,34,0,55,5,2,9,3,1,0,1,💤 Inactive / At-Risk
1525,26,32120,2,1,149,19.88,0,8,28,6,9,27,3,10,31,1,10,5,3,5,0,0,0,1,💤 Inactive / At-Risk
1526,28,66908,3,3,537,37.67,2,13,15,0,12,97,28,10,9,32,49,4,3,5,1,0,0,1,💤 Inactive / At-Risk
1527,38,22974,3,3,118,18.42,1,5,49,1,8,4,18,32,7,6,5,1,1,3,3,0,0,1,💤 Inactive / At-Risk
1528,31,40298,5,3,159,15.06,0,11,55,5,7,34,20,30,6,1,6,3,1,4,1,0,0,1,💤 Inactive / At-Risk
1529,40,52418,5,2,106,13.82,2,9,52,4,5,60,0,35,8,0,7,4,0,3,2,1,0,1,💤 Inactive / At-Risk
1530,36,34853,3,1,208,24.67,2,12,82,0,9,29,24,41,0,1,6,0,4,5,1,0,0,1,💤 Inactive / At-Risk
1531,28,83047,5,1,2391,90.31,3,21,17,6,5,445,31,474,22,52,70,7,2,10,4,2,1,0,🏆 Premium Loyalists
1532,33,38709,4,1,116,11.07,0,3,41,2,5,34,1,20,8,6,6,2,0,2,1,0,0,1,💤 Inactive / At-Risk
1533,30,82794,4,2,2235,92.32,7,15,0,12,8,617,176,453,56,90,82,6,3,9,0,2,0,0,🏆 Premium Loyalists
1534,18,39056,4,1,759,51.88,0,16,43,2,5,111,130,15,48,18,42,2,2,6,4,0,0,1,💤 Inactive / At-Risk
1535,18,49435,3,1,77,35.93,1,2,110,8,1,16,9,8,7,1,0,0,0,1,0,0,0,1,💤 Inactive / At-Risk
1536,38,27567,3,1,399,41.08,0,18,33,3,7,142,68,73,17,1,19,6,1,7,0,0,0,1,💤 Inactive / At-Risk
1537,52,52692,1,2,76,21.6,0,6,89,4,2,11,2,2,2,0,2,2,0,1,0,0,0,1,💤 Inactive / At-Risk
1538,43,34982,4,2,146,23.36,1,10,57,4,10,46,1,26,3,2,7,2,0,4,2,0,0,1,💤 Inactive / At-Risk
1539,32,54238,4,2,444,66.94,3,14,0,0,7,85,73,13,52,4,73,7,0,10,3,0,0,1,💤 Inactive / At-Risk
1540,44,38173,3,1,236,35.71,1,4,48,5,12,5,1,36,2,1,0,2,1,3,1,0,0,1,💤 Inactive / At-Risk
1541,29,22834,4,1,279,64.14,0,13,35,5,4,20,7,35,0,0,4,3,4,4,2,0,0,1,💤 Inactive / At-Risk
1542,18,15931,2,1,103,38.41,0,4,83,4,1,17,4,1,0,7,1,0,1,4,1,0,0,1,💤 Inactive / At-Risk
1543,27,26229,4,3,834,59.02,1,7,19,2,11,98,25,90,11,10,46,7,3,8,2,0,0,1,💤 Inactive / At-Risk
1544,30,25596,5,1,618,57.95,5,11,20,1,5,65,59,36,13,43,4,4,3,5,1,0,0,1,💤 Inactive / At-Risk
1545,40,73046,3,1,1153,32.21,6,19,16,9,9,632,200,296,91,53,154,13,5,10,1,1,0,0,🏆 Premium Loyalists
1546,41,69706,4,1,334,16.82,4,7,68,5,7,254,36,101,9,27,0,1,1,2,3,1,0,1,💤 Inactive / At-Risk
1547,33,41732,5,1,826,45.33,4,17,48,2,12,89,10,96,8,23,27,4,2,6,1,1,0,1,💤 Inactive / At-Risk
1548,42,46849,5,4,226,16.88,2,13,61,0,7,30,8,30,1,0,5,5,0,5,0,0,0,1,💤 Inactive / At-Risk
1549,18,46102,4,1,85,85.0,0,1,85,8,4,17,4,23,6,1,3,1,0,2,0,0,0,1,💤 Inactive / At-Risk
1550,50,34574,4,1,119,15.95,2,7,70,6,8,29,9,31,7,12,2,2,0,3,2,0,0,1,💤 Inactive / At-Risk
1551,48,77046,2,1,1375,54.76,4,28,23,6,6,733,56,367,147,15,52,7,1,10,1,2,0,0,🏆 Premium Loyalists
1552,20,74318,4,1,533,33.44,6,19,69,1,12,70,41,83,36,3,39,5,1,4,2,0,0,1,💤 Inactive / At-Risk
1553,27,45325,2,2,847,58.4,0,17,35,2,7,68,10,77,50,10,75,3,1,7,1,0,0,1,💤 Inactive / At-Risk
1554,55,70163,4,1,1097,67.83,1,7,31,6,3,393,38,249,54,19,13,2,0,5,2,0,0,1,💤 Inactive / At-Risk
1555,48,37011,4,4,382,26.71,0,1,54,3,7,41,4,55,8,6,2,2,1,2,2,0,0,1,💤 Inactive / At-Risk
1556,29,25659,3,2,216,20.76,0,9,44,6,4,34,9,66,12,11,4,3,1,8,1,1,0,1,💤 Inactive / At-Risk
1557,45,69751,4,3,763,66.22,1,13,74,5,6,238,17,39,6,51,42,2,4,4,0,0,0,1,💤 Inactive / At-Risk
1558,47,48698,2,3,123,18.78,1,8,65,2,9,44,11,42,0,1,6,5,0,5,2,0,0,1,💤 Inactive / At-Risk
1559,18,46729,3,1,82,35.48,1,1,82,4,1,11,0,8,7,2,4,0,0,2,2,0,0,1,💤 Inactive / At-Risk
1560,48,80345,4,1,2182,88.9,6,21,13,9,4,675,34,403,19,2,39,12,7,16,0,0,0,0,🏆 Premium Loyalists
1561,38,95290,4,1,1499,79.33,4,26,9,8,7,643,23,438,88,49,10,13,6,15,2,0,0,0,🏆 Premium Loyalists
1562,35,39889,4,3,703,118.03,3,9,17,1,3,320,84,81,1,0,24,2,1,8,3,0,0,1,💤 Inactive / At-Risk
1563,62,36473,1,2,512,46.61,1,7,21,4,5,210,22,62,77,10,22,4,1,9,0,0,0,1,💤 Inactive / At-Risk
1564,49,42450,4,2,40,10.43,0,2,81,9,3,11,2,2,0,0,4,1,1,1,1,0,0,1,💤 Inactive / At-Risk
1565,32,28808,3,3,545,28.44,5,15,38,0,16,122,5,76,13,80,50,6,0,6,1,0,0,1,💤 Inactive / At-Risk
1566,32,39767,3,3,617,57.53,1,10,14,0,10,166,13,78,26,38,18,3,2,7,0,0,0,1,💤 Inactive / At-Risk
1567,53,15000,2,1,33,29.11,0,5,64,10,2,19,2,20,2,3,4,2,0,4,1,0,0,1,💤 Inactive / At-Risk
1568,39,84880,4,3,1961,114.4,4,26,10,9,7,658,200,501,67,16,61,8,0,8,0,2,0,0,🏆 Premium Loyalists
1569,27,45213,3,2,527,32.04,4,15,40,1,11,38,25,107,18,11,65,6,2,6,0,0,0,1,💤 Inactive / At-Risk
1570,22,60673,3,1,765,42.63,1,12,5,3,8,104,19,66,1,41,12,7,3,6,1,0,1,1,💤 Inactive / At-Risk
1571,48,43579,3,1,17,13.48,0,4,93,10,0,13,1,26,3,1,0,0,0,1,2,1,0,1,💤 Inactive / At-Risk
1572,37,26418,4,4,837,56.68,1,20,62,3,0,224,40,200,41,14,17,3,0,4,2,0,0,1,💤 Inactive / At-Risk
1573,40,25979,5,1,309,26.83,1,4,88,4,4,32,13,6,11,3,0,1,1,5,3,1,0,1,💤 Inactive / At-Risk
1574,52,83081,3,1,1704,68.25,3,20,14,8,4,561,59,339,17,14,45,8,3,7,1,3,0,0,🏆 Premium Loyalists
1575,35,26973,5,2,140,11.41,2,13,68,7,6,26,3,57,1,1,10,1,2,4,4,2,0,1,💤 Inactive / At-Risk
1576,37,41191,4,1,270,26.16,0,11,30,3,6,12,13,49,11,6,1,1,0,3,2,1,0,1,💤 Inactive / At-Risk
1577,30,23624,2,2,13,4.14,0,3,99,7,1,35,8,11,6,0,0,3,1,2,3,0,0,1,💤 Inactive / At-Risk
1578,27,20424,3,3,0,0.0,0,2,81,5,3,11,3,26,2,4,0,0,0,1,2,0,0,1,💤 Inactive / At-Risk
1579,18,51691,4,4,44,14.2,1,3,117,9,0,15,6,33,9,0,4,2,1,1,2,0,0,1,💤 Inactive / At-Risk
1580,49,54452,5,2,42,42.0,1,3,82,7,2,7,1,20,1,0,0,0,1,1,1,0,0,1,💤 Inactive / At-Risk
1581,48,30424,4,3,169,11.3,0,6,38,1,8,71,2,60,26,15,10,2,5,4,1,1,0,1,💤 Inactive / At-Risk
1582,50,34690,5,2,39,25.35,0,4,95,0,1,18,1,21,3,10,0,2,0,1,0,2,0,1,💤 Inactive / At-Risk
1583,31,31022,3,5,962,64.79,1,17,40,2,4,27,26,0,48,6,72,4,2,7,1,0,0,1,💤 Inactive / At-Risk
1584,38,32350,5,1,85,9.03,1,8,53,6,6,14,3,57,1,3,5,3,1,4,1,1,0,1,💤 Inactive / At-Risk
1585,50,69471,3,1,2194,100.39,9,23,19,5,7,610,33,447,49,1,41,7,5,12,2,2,0,0,🏆 Premium Loyalists
1586,48,53529,4,1,601,61.97,3,12,42,5,5,172,42,135,97,28,9,3,2,4,1,0,0,1,💤 Inactive / At-Risk
1587,22,44352,4,2,554,41.25,2,20,7,1,10,75,3,55,7,21,14,6,0,3,2,0,0,1,💤 Inactive / At-Risk
1588,32,95229,3,2,2078,89.05,4,23,22,9,6,592,26,408,31,59,121,8,8,11,1,1,0,0,🏆 Premium Loyalists
1589,38,38961,3,3,1147,142.77,2,9,41,5,2,149,66,131,29,3,16,5,2,8,1,0,0,1,💤 Inactive / At-Risk
1590,33,32169,3,1,665,36.8,1,15,24,0,9,0,53,80,3,21,59,4,1,8,1,1,0,1,💤 Inactive / At-Risk
1591,29,21391,3,2,31,8.81,1,1,87,5,1,24,12,3,5,1,2,2,0,0,2,1,0,1,💤 Inactive / At-Risk
1592,35,35623,2,1,172,21.17,0,1,43,4,7,48,2,39,47,5,3,2,2,5,1,0,0,1,💤 Inactive / At-Risk
1593,54,37024,4,4,682,88.75,4,8,20,1,5,361,0,145,29,6,26,0,2,5,0,0,0,1,💤 Inactive / At-Risk
1594,47,48411,2,1,8,1.33,1,10,86,2,4,21,7,33,5,4,11,2,0,4,2,0,0,1,💤 Inactive / At-Risk
1595,43,72853,2,1,721,56.25,4,7,67,3,6,362,97,148,4,35,20,1,0,2,2,1,0,1,💤 Inactive / At-Risk
1596,29,44744,2,1,435,22.86,2,9,14,3,10,63,43,88,51,8,49,2,0,4,1,0,0,1,💤 Inactive / At-Risk
1597,59,44829,4,4,696,71.67,1,7,36,6,2,297,6,95,25,1,38,3,2,6,1,0,0,1,💤 Inactive / At-Risk
1598,51,57243,4,3,812,138.76,2,14,43,11,3,407,6,172,7,27,33,6,2,5,1,0,0,1,💤 Inactive / At-Risk
1599,29,47419,3,1,708,39.74,3,15,54,3,11,105,5,84,27,10,55,5,2,7,2,1,0,1,💤 Inactive / At-Risk
1600,80,23360,2,1,102,37.07,3,1,91,8,0,12,0,23,0,3,2,1,2,2,1,1,0,1,💤 Inactive / At-Risk
1601,30,119060,4,1,1877,81.66,5,20,23,10,4,439,75,302,13,13,104,6,2,13,0,0,0,0,🏆 Premium Loyalists
1602,32,34421,5,1,113,23.05,2,4,69,6,8,25,4,49,2,0,5,3,1,3,2,0,0,1,💤 Inactive / At-Risk
1603,42,52757,2,1,492,42.07,1,7,24,2,8,311,28,144,56,7,20,4,1,5,0,0,0,1,💤 Inactive / At-Risk
1604,58,57926,3,2,1763,83.83,4,12,0,5,5,577,32,225,300,33,104,5,3,7,1,2,0,0,🏆 Premium Loyalists
1605,31,102371,4,1,2405,213.95,3,25,5,6,4,555,36,362,51,9,82,12,5,8,0,1,0,0,🏆 Premium Loyalists
1606,35,37210,3,2,61,61.0,0,6,89,8,2,19,4,14,6,1,0,2,0,0,0,0,0,1,💤 Inactive / At-Risk
1607,43,43223,4,4,84,7.36,1,9,53,1,8,24,22,25,2,8,11,2,2,1,1,0,0,1,💤 Inactive / At-Risk
1608,46,41907,1,3,66,12.04,0,3,106,4,1,0,1,0,4,0,3,1,0,2,1,1,0,1,💤 Inactive / At-Risk
1609,51,38732,1,1,988,150.17,2,10,46,5,8,249,85,62,19,14,24,5,0,5,2,0,0,1,💤 Inactive / At-Risk
1610,53,71435,4,1,1625,102.82,7,16,10,7,8,408,200,452,20,36,60,5,2,12,1,0,0,0,🏆 Premium Loyalists
1611,21,80179,5,1,2417,83.19,5,21,12,6,6,266,26,261,102,75,74,10,3,14,1,1,0,0,🏆 Premium Loyalists
1612,24,35642,2,2,248,26.82,0,3,26,4,8,17,4,45,1,8,4,0,2,3,2,1,0,1,💤 Inactive / At-Risk
1613,27,44357,4,2,331,37.37,4,15,16,2,12,32,7,25,15,18,0,3,3,11,0,1,0,1,💤 Inactive / At-Risk
1614,64,55072,3,3,422,36.74,1,10,86,4,2,168,58,148,28,19,30,2,1,5,0,0,0,1,💤 Inactive / At-Risk
1615,35,29282,4,1,245,21.5,0,13,27,5,7,22,4,31,4,13,4,2,0,3,0,0,0,1,💤 Inactive / At-Risk
1616,56,50871,5,1,560,60.13,6,2,15,3,5,130,4,161,41,5,12,5,1,9,0,0,0,1,💤 Inactive / At-Risk
1617,53,47615,3,1,46,16.93,0,1,78,10,2,8,3,18,1,2,0,1,1,1,0,0,0,1,💤 Inactive / At-Risk
1618,39,51142,5,6,241,16.58,0,4,89,2,3,4,3,6,7,16,0,1,1,6,2,0,0,1,💤 Inactive / At-Risk
1619,48,21880,5,4,74,12.03,2,1,100,4,2,12,2,18,0,0,3,2,0,2,0,1,0,1,💤 Inactive / At-Risk
1620,29,37271,5,3,130,13.21,0,8,52,3,7,37,2,33,18,1,4,1,3,2,1,0,0,1,💤 Inactive / At-Risk
1621,31,27590,5,3,42,20.38,1,6,90,9,1,16,4,3,1,3,3,2,0,1,2,0,0,1,💤 Inactive / At-Risk
1622,45,61394,3,1,472,31.99,1,12,76,3,2,293,2,155,52,19,30,3,2,4,4,0,0,1,💤 Inactive / At-Risk
1623,32,66121,2,1,565,33.14,0,17,30,2,6,82,31,48,2,1,23,4,4,6,1,0,0,1,💤 Inactive / At-Risk
1624,50,75586,3,3,634,66.41,1,12,47,3,4,148,10,168,14,4,12,4,1,1,0,0,0,1,💤 Inactive / At-Risk
1625,45,57014,3,1,1115,110.75,2,1,65,2,5,274,49,63,3,33,19,4,4,4,3,1,0,1,💤 Inactive / At-Risk
1626,62,61505,4,3,792,64.79,1,5,75,3,3,274,21,148,8,12,23,3,2,3,1,0,0,1,💤 Inactive / At-Risk
1627,37,61888,3,1,967,313.47,1,14,69,5,3,187,0,97,16,19,36,3,1,8,3,1,0,1,💤 Inactive / At-Risk
1628,70,42225,4,2,60,25.66,0,1,87,0,0,8,1,3,3,0,0,0,0,3,2,0,0,1,💤 Inactive / At-Risk
1629,33,50928,3,2,482,53.51,2,11,0,0,13,104,48,119,52,31,34,2,3,3,1,0,0,1,💤 Inactive / At-Risk
1630,55,53987,3,6,748,117.25,3,10,57,6,4,194,7,208,2,40,18,6,3,5,0,1,0,1,💤 Inactive / At-Risk
1631,33,114470,1,1,2031,154.63,7,30,7,4,3,637,5,432,147,122,89,2,3,14,0,3,0,0,🏆 Premium Loyalists
1632,27,50745,4,3,735,120.26,2,18,16,2,9,55,34,61,36,31,32,7,3,14,2,0,0,1,💤 Inactive / At-Risk
1633,30,54052,4,1,317,23.31,2,11,27,1,8,82,25,168,31,73,32,1,3,10,1,0,0,1,💤 Inactive / At-Risk
1634,30,42350,4,1,654,62.43,1,19,35,2,8,60,14,84,26,14,58,7,1,13,0,1,0,1,💤 Inactive / At-Risk
1635,44,47012,3,1,451,84.33,0,17,77,4,2,220,83,106,15,23,5,3,2,6,1,1,0,1,💤 Inactive / At-Risk
1636,28,52113,4,1,626,53.35,1,11,23,1,13,85,61,93,9,1,18,6,3,9,1,0,0,1,💤 Inactive / At-Risk
1637,24,39743,1,1,698,82.24,2,7,16,2,8,65,94,102,3,35,65,5,1,7,0,0,0,1,💤 Inactive / At-Risk
1638,36,70214,4,1,1768,75.73,12,20,0,9,5,582,45,439,122,37,32,3,3,17,1,0,0,0,🏆 Premium Loyalists
1639,35,26000,2,3,72,72.0,1,1,77,4,1,23,1,23,3,0,0,2,1,2,3,0,0,1,💤 Inactive / At-Risk
1640,57,41768,3,1,33,7.41,0,2,81,3,3,17,2,0,4,1,6,1,0,4,1,0,0,1,💤 Inactive / At-Risk
1641,42,28340,5,2,93,43.36,0,7,70,3,1,17,1,14,7,14,0,6,0,3,1,0,1,1,💤 Inactive / At-Risk
1642,21,36589,5,1,941,140.67,1,19,20,0,12,41,27,44,3,16,17,7,0,3,1,0,0,1,💤 Inactive / At-Risk
1643,38,51948,3,1,604,54.24,2,13,92,4,0,220,14,123,4,57,36,3,1,4,0,0,0,1,💤 Inactive / At-Risk
1644,44,42635,3,1,538,96.67,4,6,36,4,3,232,22,242,69,1,18,3,1,5,0,1,0,1,💤 Inactive / At-Risk
1645,35,85704,3,3,2161,100.74,6,26,0,6,5,760,178,300,84,144,75,6,4,12,0,2,0,0,🏆 Premium Loyalists
1646,48,32487,5,1,399,26.46,2,11,19,3,1,393,43,129,4,19,12,4,4,6,1,2,0,1,💤 Inactive / At-Risk
1647,49,61772,4,4,988,61.02,2,8,70,5,7,339,5,40,25,53,33,6,2,7,0,0,0,1,💤 Inactive / At-Risk
1648,46,39883,3,6,253,43.38,1,8,54,4,2,0,11,86,12,9,8,2,1,1,4,0,0,1,💤 Inactive / At-Risk
1649,38,39189,3,3,57,10.67,1,2,93,5,0,8,5,5,4,0,0,2,1,4,1,0,0,1,💤 Inactive / At-Risk
1650,30,33375,3,3,773,83.82,1,10,23,2,7,117,17,40,13,78,44,4,2,7,0,0,0,1,💤 Inactive / At-Risk
1651,52,82600,3,2,1617,71.98,7,20,6,5,5,592,146,249,72,44,93,6,6,12,1,1,0,0,🏆 Premium Loyalists
1652,49,99327,3,5,2364,117.95,5,12,0,7,6,855,32,367,29,68,79,6,2,8,1,1,0,0,🏆 Premium Loyalists
1653,50,44901,3,1,357,37.11,0,7,91,6,2,49,0,32,11,18,3,2,1,5,4,1,0,1,💤 Inactive / At-Risk
1654,56,56095,4,1,37,8.14,1,5,80,6,1,10,3,3,0,1,1,1,0,0,2,0,0,1,💤 Inactive / At-Risk
1655,51,72040,2,1,1528,86.86,7,15,14,7,6,648,53,682,68,104,66,9,0,8,1,1,0,0,🏆 Premium Loyalists
1656,59,36585,2,3,62,26.74,0,4,85,1,1,14,1,22,4,8,4,0,1,1,2,1,0,1,💤 Inactive / At-Risk
1657,30,43315,4,1,612,57.38,0,10,48,1,12,100,60,52,1,5,39,5,1,5,3,1,0,1,💤 Inactive / At-Risk
1658,19,38154,4,2,68,35.94,0,1,92,9,1,21,5,26,7,3,4,0,1,3,2,0,0,1,💤 Inactive / At-Risk
1659,39,93206,2,1,2209,80.68,2,19,9,3,5,636,104,383,17,119,29,8,3,10,1,3,0,0,🏆 Premium Loyalists
1660,33,46434,3,2,716,50.5,3,14,39,1,8,23,105,48,43,16,20,2,0,1,2,0,0,1,💤 Inactive / At-Risk
1661,30,26618,3,1,21,6.57,0,3,101,4,3,0,25,29,0,7,2,0,0,0,1,0,0,1,💤 Inactive / At-Risk
1662,30,42458,3,1,777,44.1,1,13,0,1,5,46,52,64,28,12,53,2,1,7,0,1,0,1,💤 Inactive / At-Risk
1663,39,38267,4,1,139,11.26,0,10,62,4,8,12,1,0,1,2,5,0,1,1,4,0,0,1,💤 Inactive / At-Risk
1664,57,88816,4,1,2264,99.47,4,22,2,8,5,535,43,209,56,1,99,8,4,6,2,1,0,0,🏆 Premium Loyalists
1665,30,55440,3,1,954,92.83,2,7,30,2,6,338,3,104,5,37,12,4,0,2,1,1,0,1,💤 Inactive / At-Risk
1666,33,41520,4,4,432,27.57,4,18,65,1,11,77,74,35,16,17,50,4,1,9,0,1,0,1,💤 Inactive / At-Risk
1667,33,15000,3,2,54,13.49,0,2,63,1,5,14,0,12,3,0,0,1,0,0,2,0,0,1,💤 Inactive / At-Risk
1668,37,45310,3,3,191,9.53,2,22,29,0,4,41,43,65,13,18,81,5,1,5,1,0,0,1,💤 Inactive / At-Risk
1669,51,63649,4,3,883,68.11,1,12,15,5,3,153,2,112,36,26,12,1,1,7,1,1,0,1,💤 Inactive / At-Risk
1670,57,54421,2,1,43,43.0,0,1,105,6,2,10,20,3,4,2,2,1,0,2,3,0,0,1,💤 Inactive / At-Risk
1671,45,41478,3,2,166,17.44,2,5,76,3,9,55,15,44,3,4,3,5,3,6,4,0,0,1,💤 Inactive / At-Risk
1672,48,40803,3,3,304,41.13,0,2,63,3,5,27,13,27,4,6,8,4,0,5,2,1,0,1,💤 Inactive / At-Risk
1673,53,24461,2,2,82,23.83,1,3,102,3,2,0,1,7,2,9,2,0,0,1,0,0,0,1,💤 Inactive / At-Risk
1674,18,98066,2,1,1538,82.2,8,15,4,5,7,957,3,413,80,3,93,9,3,18,0,1,0,0,🏆 Premium Loyalists
1675,45,60240,3,1,1080,144.88,3,13,44,3,4,278,29,31,21,12,26,3,0,5,0,0,0,1,💤 Inactive / At-Risk
1676,44,68098,3,2,841,109.42,0,15,49,4,3,217,23,56,28,20,29,4,1,3,0,0,0,1,💤 Inactive / At-Risk
1677,59,61557,3,2,507,57.16,1,15,58,5,4,197,57,94,71,0,13,1,2,4,1,0,0,1,💤 Inactive / At-Risk
1678,48,84059,3,2,1809,76.85,5,18,25,6,5,391,157,383,68,5,21,7,1,10,1,2,0,0,🏆 Premium Loyalists
1679,42,27698,5,1,342,44.31,1,8,57,1,6,44,2,40,0,2,6,2,2,5,3,0,0,1,💤 Inactive / At-Risk
1680,39,30383,3,6,0,0.0,0,9,52,4,5,15,0,54,13,7,8,2,2,2,0,0,0,1,💤 Inactive / At-Risk
1681,49,56768,3,1,52,8.76,0,2,52,7,1,13,19,2,4,0,0,0,0,0,2,0,0,1,💤 Inactive / At-Risk
1682,36,25640,3,2,43,43.0,0,5,102,1,3,13,1,6,15,3,0,2,0,1,1,0,1,1,💤 Inactive / At-Risk
1683,48,37101,3,3,289,41.02,0,9,45,4,2,48,0,29,6,3,5,2,1,6,0,0,0,1,💤 Inactive / At-Risk
1684,31,56812,3,1,64,46.74,0,4,71,7,2,2,1,10,4,0,1,0,0,2,2,1,0,1,💤 Inactive / At-Risk
1685,24,31583,2,1,671,48.68,1,20,23,2,11,53,19,78,2,21,51,1,1,5,0,0,0,1,💤 Inactive / At-Risk
1686,35,29482,2,2,121,48.53,0,5,57,1,1,46,0,34,0,4,10,2,2,3,4,2,0,1,💤 Inactive / At-Risk
1687,59,27309,4,2,83,70.62,0,1,76,4,0,0,4,11,3,0,3,1,0,0,0,0,0,1,💤 Inactive / At-Risk
1688,20,27966,4,1,809,39.08,1,15,19,0,13,105,46,120,2,10,18,8,4,8,0,0,0,1,💤 Inactive / At-Risk
1689,30,90498,5,3,1417,60.9,4,22,11,9,1,612,200,503,33,58,79,8,4,8,0,0,0,0,🏆 Premium Loyalists
1690,48,62549,5,1,76,76.0,0,4,77,6,1,8,4,21,1,2,4,0,1,2,1,0,0,1,💤 Inactive / At-Risk
1691,31,45017,4,1,29,5.67,1,5,78,3,0,0,0,15,2,4,2,1,0,1,0,0,0,1,💤 Inactive / At-Risk
1692,39,40783,3,2,261,20.09,2,4,61,5,4,22,9,67,1,3,4,4,0,8,1,0,0,1,💤 Inactive / At-Risk
1693,25,46664,4,1,423,27.24,2,16,51,2,3,75,67,66,60,8,24,1,1,6,1,1,0,1,💤 Inactive / At-Risk
1694,35,53455,3,1,36,9.75,0,3,73,5,4,11,10,6,2,4,4,0,1,1,2,1,0,1,💤 Inactive / At-Risk
1695,32,40808,5,1,227,36.32,0,7,72,6,10,30,22,33,1,0,3,3,1,6,1,1,0,1,💤 Inactive / At-Risk
1696,60,63966,5,4,614,152.36,2,11,71,6,3,326,37,63,22,3,27,3,1,3,3,0,0,1,💤 Inactive / At-Risk
1697,26,35642,4,1,158,13.58,0,8,60,4,9,36,2,66,2,11,5,4,1,2,0,0,0,1,💤 Inactive / At-Risk
1698,60,38224,3,1,1136,132.39,2,12,40,10,3,209,5,145,56,32,6,2,2,7,0,1,0,1,💤 Inactive / At-Risk
1699,50,75301,3,1,2286,82.76,3,16,17,7,7,622,19,386,58,6,55,12,7,9,1,3,0,0,🏆 Premium Loyalists
1700,28,46378,4,1,288,17.74,1,16,17,1,9,51,46,63,31,6,50,9,1,3,1,0,0,1,💤 Inactive / At-Risk
1701,53,44703,3,4,879,114.23,1,11,5,6,3,99,6,121,11,3,17,5,2,2,1,0,0,1,💤 Inactive / At-Risk
1702,42,23771,2,1,146,28.26,0,12,83,1,4,51,6,25,2,3,4,1,2,1,4,0,0,1,💤 Inactive / At-Risk
1703,47,83663,2,1,2211,102.98,7,24,17,4,5,948,34,403,32,4,76,9,5,16,3,2,0,0,🏆 Premium Loyalists
1704,38,37966,3,3,183,25.13,1,4,14,2,6,17,3,39,0,2,3,1,1,5,0,1,0,1,💤 Inactive / At-Risk
1705,41,54388,4,1,666,76.53,1,6,44,2,1,273,200,207,0,15,2,2,0,9,1,0,0,1,💤 Inactive / At-Risk
1706,28,39230,3,2,291,16.45,2,21,5,1,7,85,3,62,1,28,50,4,4,7,0,0,0,1,💤 Inactive / At-Risk
1707,46,82144,3,1,1880,76.48,3,18,14,9,4,501,86,252,123,39,71,4,2,12,0,0,0,0,🏆 Premium Loyalists
1708,55,43816,3,1,582,57.46,1,10,79,6,1,261,8,157,9,51,19,4,1,4,0,1,0,1,💤 Inactive / At-Risk
1709,23,46038,3,1,564,48.24,2,18,45,0,9,79,14,0,0,10,43,2,5,9,1,0,0,1,💤 Inactive / At-Risk
1710,40,102156,3,1,2020,75.85,8,14,14,11,6,602,47,436,0,36,90,8,1,8,0,3,0,0,🏆 Premium Loyalists
1711,55,90004,3,1,2104,200.02,8,26,9,2,7,910,12,485,14,28,117,6,4,12,0,0,0,0,🏆 Premium Loyalists
1712,18,30249,4,1,60,17.3,2,1,82,10,0,10,5,22,0,1,1,1,1,0,1,0,0,1,💤 Inactive / At-Risk
1713,41,30630,4,2,107,13.93,1,12,36,2,11,53,57,25,17,4,3,3,0,6,1,1,0,1,💤 Inactive / At-Risk
